id,user_id,item_id,score,exposure,group,position
15006,17517954,18302,0.009058590297051729,0.19195872000656014,3,7
15007,17517954,2099,0.012777097964492798,0.21274605355336318,4,8
15008,17517954,4465,0.009134064992914165,0.2153382790366965,3,9
15009,17517954,717,0.011302983313188126,0.2890648263178878,4,10
16000,18227588,328,0.14727094384883113,1.0,4,1
16001,18227588,87,0.09712817695618006,0.6309297535714575,4,2
16002,18227588,307,0.09219933488056169,0.5,4,3
16003,18227588,2791,0.08267444461451315,0.430676558073393,3,4
16004,18227588,21089,0.03970575346338147,0.38685280723454163,6,5
16005,18227588,252,0.0916261487048401,0.3562071871080222,4,6
16006,18227588,11105,0.0851472197403818,0.3333333333333333,3,7
16007,18227588,2780,0.08304643388232405,0.15329048865267808,4,8
16008,18227588,31246,0.05009400151956634,0.17458343004804494,6,9
16009,18227588,2389,0.07491118729152729,0.2890648263178878,4,10
17000,18907075,21285,0.0891827299352556,1.0,4,1
17001,18907075,36675,0.051995172540425745,0.6309297535714575,3,2
17002,18907075,355,0.06130167275907261,0.5,3,3
17003,18907075,40,0.06286619953713544,0.430676558073393,4,4
17004,18907075,13031,0.0595209410639604,0.38685280723454163,3,5
17005,18907075,3136,0.05772182129078915,0.3562071871080222,3,6
17006,18907075,2152,0.06329630265064158,0.3333333333333333,4,7
17007,18907075,231,0.08054451902646141,0.2103099178571525,4,8
17008,18907075,13864,0.05467819396277637,0.26264953503719357,6,9
17009,18907075,238,0.05600424943634311,0.2890648263178878,4,10
18000,19300375,298,0.2762890899616132,1.0,5,1
18001,19300375,328,0.3244875520450689,0.6309297535714575,4,2
18002,19300375,252,0.3271202812283867,0.5,4,3
18003,19300375,314,0.2734057940400711,0.430676558073393,3,4
18004,19300375,2074,0.2730096125072149,0.38685280723454163,4,5
18005,19300375,294,0.27079457375097915,0.3562071871080222,4,6
18006,19300375,307,0.2567006926169314,0.3333333333333333,4,7
18007,19300375,2096,0.23669242460637652,0.31546487678572877,4,8
18008,19300375,6985,0.23632425075644972,0.3010299956639812,4,9
18009,19300375,251,0.22153367850953065,0.2890648263178878,2,10
19000,19661873,1344,0.015494474220073535,1.0,3,1
19001,19661873,26877,0.008033276403268787,0.6309297535714575,2,2
19002,19661873,11389,0.004624586957167684,0.5,2,3
19003,19661873,3526,0.013243186897555341,0.430676558073393,4,4
19004,19661873,8939,0.012852035986191312,0.38685280723454163,3,5
19005,19661873,17172,0.004634122706700017,0.15221034671324338,3,6
19006,19661873,369,0.014448424997558886,0.19195872000656014,4,7
19007,19661873,5924,0.014190820700083493,0.15186115333086322,4,8
19008,19661873,18302,0.009049443077252646,0.21274605355336318,3,9
19009,19661873,717,0.011316077324234357,0.2890648263178878,4,10
20000,20111928,1344,0.0154797590058238,1.0,3,1
20001,20111928,78,0.0059161681036474945,0.6309297535714575,2,2
20002,20111928,26877,0.008029025636420979,0.5,2,3
20003,20111928,3526,0.01323536039933153,0.430676558073393,4,4
20004,20111928,8939,0.0128473945932268,0.38685280723454163,3,5
20005,20111928,663,0.008307105311079933,0.16794877895704194,3,6
20006,20111928,369,0.014450169887386103,0.19195872000656014,4,7
20007,20111928,5924,0.014195042816357447,0.2,4,8
20008,20111928,3081,0.004733304005441278,0.15442266280111014,6,9
20009,20111928,717,0.011304880540212914,0.2890648263178878,4,10
21000,20565311,1344,0.015487865720635803,1.0,3,1
21001,20565311,369,0.014451074826243233,0.6309297535714575,4,2
21002,20565311,3081,0.0047331020538353245,0.15442266280111014,6,3
21003,20565311,8939,0.012852503479701289,0.430676558073393,3,4
21004,20565311,78,0.005917945138020991,0.38685280723454163,2,5
21005,20565311,26877,0.008033681005275179,0.16794877895704194,2,6
21006,20565311,663,0.008307551141960896,0.19195872000656014,3,7
21007,20565311,3526,0.013238425311939533,0.2,4,8
21008,20565311,18302,0.009056558202691474,0.21274605355336318,3,9
21009,20565311,717,0.011305421407143737,0.2890648263178878,4,10
22000,20738421,298,0.655974321186653,0.5,5,1
22001,20738421,4026,0.22452850901870694,0.1810425967800402,4,2
22002,20738421,2378,0.17456442387568347,0.16666666666666666,4,3
22003,20738421,295,0.6282800475833482,0.430676558073393,4,4
22004,20738421,304,0.5883885258954742,0.38685280723454163,4,5
22005,20738421,848,0.5637282781839683,0.3562071871080222,4,6
22006,20738421,252,0.24383842278551793,0.18665241123894338,4,7
22007,20738421,512,0.5102624150852108,0.31546487678572877,4,8
22008,20738421,10936,0.13644883945396508,0.15561139140249397,3,9
22009,20738421,541,0.4750487424700955,0.2890648263178878,4,10
23000,21591737,298,0.15463770518144276,1.0,5,1
23001,21591737,247,0.0726531656865642,0.6309297535714575,2,2
23002,21591737,328,0.28059797554667787,0.5,4,3
23003,21591737,279,0.20939623325692522,0.430676558073393,3,4
23004,21591737,314,0.22434207065030398,0.38685280723454163,3,5
23005,21591737,252,0.3113439964699027,0.1721954337940981,4,6
23006,21591737,1213,0.1856898679682258,0.3333333333333333,4,7
23007,21591737,14509,0.08178791200410053,0.18920035951687006,6,8
23008,21591737,3641,0.14898776310161757,0.3010299956639812,4,9
23009,21591737,248,0.1354660968189583,0.2890648263178878,2,10
24000,21933269,2921,0.13105834579025927,1.0,6,1
24001,21933269,4601,0.11569621555876694,0.6309297535714575,4,2
24002,21933269,719,0.10508047915099522,0.5,4,3
24003,21933269,645,0.09217479321827415,0.430676558073393,3,4
24004,21933269,954,0.08349696765016677,0.38685280723454163,3,5
24005,21933269,770,0.08241065668464648,0.3562071871080222,4,6
24006,21933269,2967,0.07743584091990803,0.3333333333333333,3,7
24007,21933269,2658,0.07480428571132383,0.31546487678572877,4,8
24008,21933269,2149,0.07430275392201915,0.3010299956639812,4,9
24009,21933269,718,0.07226689305949485,0.2890648263178878,4,10
25000,22546007,717,0.1713681728443615,1.0,4,1
25001,22546007,1122,0.10209168622616303,0.6309297535714575,4,2
25002,22546007,1869,0.10154833857491971,0.5,3,3
25003,22546007,713,0.10102800222604337,0.430676558073393,4,4
25004,22546007,4601,0.09030362423980234,0.38685280723454163,4,5
25005,22546007,770,0.08947324675414557,0.3562071871080222,4,6
25006,22546007,719,0.08427986205061748,0.3333333333333333,4,7
25007,22546007,5611,0.08064992518646855,0.31546487678572877,4,8
25008,22546007,718,0.08055717419457152,0.3010299956639812,4,9
25009,22546007,2658,0.07726100253994395,0.2890648263178878,4,10
26000,23648254,1344,0.015471243496238499,1.0,3,1
26001,23648254,78,0.005913611214629555,0.6309297535714575,2,2
26002,23648254,3081,0.004732989547923356,0.5,6,3
26003,23648254,3526,0.013230296235704033,0.430676558073393,4,4
26004,23648254,8939,0.012839853203152571,0.38685280723454163,3,5
26005,23648254,26877,0.008022486317637191,0.16794877895704194,2,6
26006,23648254,369,0.014446261529835589,0.19195872000656014,4,7
26007,23648254,5924,0.014193699034564198,0.15442266280111014,4,8
26008,23648254,18302,0.009053584133366425,0.21274605355336318,3,9
26009,23648254,717,0.0113066491890526,0.2890648263178878,4,10
27000,23766639,4601,0.13095893528692718,1.0,4,1
27001,23766639,2921,0.11833660352963231,0.6309297535714575,6,2
27002,23766639,719,0.1076630838059564,0.5,4,3
27003,23766639,1869,0.10103587763988107,0.430676558073393,3,4
27004,23766639,2658,0.09855997191472292,0.38685280723454163,4,5
27005,23766639,1122,0.09563532133560179,0.3562071871080222,4,6
27006,23766639,770,0.0933940638103163,0.3333333333333333,4,7
27007,23766639,717,0.0911626243475348,0.31546487678572877,4,8
27008,23766639,2149,0.09101634569814278,0.3010299956639812,4,9
27009,23766639,645,0.0899149267958726,0.2890648263178878,3,10
28000,24566552,9707,0.05532349572927454,0.1525648706011593,2,1
28001,24566552,298,0.14020757112950966,0.6309297535714575,5,2
28002,24566552,1213,0.22804950382275835,0.5,4,3
28003,24566552,279,0.19080222046335807,0.430676558073393,3,4
28004,24566552,52,0.18734631137757146,0.38685280723454163,3,5
28005,24566552,12303,0.05676157983817581,0.3562071871080222,6,6
28006,24566552,252,0.2634986002996239,0.3333333333333333,4,7
28007,24566552,3641,0.17530956241014914,0.15561139140249397,4,8
28008,24566552,328,0.18147485843417782,0.3010299956639812,4,9
28009,24566552,251,0.1305788330151539,0.2890648263178878,2,10
29000,24697515,307,0.20514974303136094,1.0,4,1
29001,24697515,294,0.18894036641536155,0.6309297535714575,4,2
29002,24697515,541,0.1739023929692319,0.5,4,3
29003,24697515,78,0.14643183143212096,0.430676558073393,2,4
29004,24697515,2370,0.14796105930560544,0.38685280723454163,4,5
29005,24697515,1369,0.14980351481871862,0.3562071871080222,3,6
29006,24697515,3216,0.06254284357025174,0.15520856277015513,3,7
29007,24697515,627,0.1405601059588785,0.31546487678572877,4,8
29008,24697515,4601,0.1339463306227908,0.3010299956639812,4,9
29009,24697515,585,0.13264729962831423,0.2890648263178878,4,10
30000,25707461,2096,0.34930348417972507,1.0,4,1
30001,25707461,1518,0.30338321091004855,0.6309297535714575,2,2
30002,25707461,6985,0.2881708882400938,0.5,4,3
30003,25707461,294,0.2799113191226007,0.430676558073393,4,4
30004,25707461,5763,0.2705736498747775,0.38685280723454163,4,5
30005,25707461,1544,0.2705150559572716,0.3562071871080222,4,6
30006,25707461,1547,0.2703890982514821,0.3333333333333333,4,7
30007,25707461,3639,0.2663437001146559,0.31546487678572877,4,8
30008,25707461,2074,0.25101488141622863,0.3010299956639812,4,9
30009,25707461,1553,0.24760886625661888,0.2890648263178878,4,10
31000,26769607,1454,0.36676248702016323,1.0,6,1
31001,26769607,238,0.5733427119752309,0.6309297535714575,4,2
31002,26769607,231,0.6438582031417074,0.3010299956639812,4,3
31003,26769607,1391,0.12357181108304391,0.15863495891559604,2,4
31004,26769607,40,0.4736155638984737,0.38685280723454163,4,5
31005,26769607,541,0.1117600110480526,0.15643778834207156,4,6
31006,26769607,241,0.42896145731867863,0.3333333333333333,4,7
31007,26769607,235,0.39051166045896896,0.31546487678572877,4,8
31008,26769607,222,0.10912601005877344,0.15442266280111014,4,9
31009,26769607,519,0.35793599991347247,0.2890648263178878,4,10
32000,27008772,2149,0.15645841421020554,1.0,4,1
32001,27008772,627,0.15137821324929449,0.6309297535714575,4,2
32002,27008772,128,0.14791210176403755,0.5,4,3
32003,27008772,106,0.14706308044154048,0.430676558073393,3,4
32004,27008772,307,0.14305728298813777,0.38685280723454163,4,5
32005,27008772,4601,0.1412557977956373,0.3562071871080222,4,6
32006,27008772,541,0.13955092094058696,0.3333333333333333,4,7
32007,27008772,2152,0.13068687363036674,0.31546487678572877,4,8
32008,27008772,294,0.12957079401981658,0.3010299956639812,4,9
32009,27008772,836,0.12700147344800136,0.2890648263178878,3,10
33000,28244446,231,0.3418835306109709,1.0,4,1
33001,28244446,238,0.2974922616005438,0.6309297535714575,4,2
33002,28244446,40,0.264830258008571,0.5,4,3
33003,28244446,242,0.25567388400174657,0.430676558073393,4,4
33004,28244446,241,0.2363604063830658,0.38685280723454163,4,5
33005,28244446,1398,0.21651727049708855,0.3562071871080222,4,6
33006,28244446,245,0.19991988824369886,0.3333333333333333,4,7
33007,28244446,239,0.18930444532961052,0.31546487678572877,4,8
33008,28244446,519,0.18539341139621954,0.3010299956639812,4,9
33009,28244446,494,0.17319272524278773,0.2890648263178878,4,10
34000,28899189,328,0.09853509483108296,1.0,4,1
34001,28899189,2389,0.06897028116434219,0.6309297535714575,4,2
34002,28899189,8753,0.0660847630763401,0.5,3,3
34003,28899189,5108,0.0546479193905399,0.430676558073393,3,4
34004,28899189,252,0.05418800081277345,0.38685280723454163,4,5
34005,28899189,5858,0.05362019814975866,0.3562071871080222,3,6
34006,28899189,307,0.05356025555889807,0.3333333333333333,4,7
34007,28899189,7706,0.05217819869536202,0.31546487678572877,4,8
34008,28899189,251,0.047033352256711264,0.25,2,9
34009,28899189,7712,0.05144379993332508,0.2890648263178878,4,10
35000,30854394,304,0.4049083292430504,0.38685280723454163,4,1
35001,30854394,307,0.5082231720573825,0.6309297535714575,4,2
35002,30854394,1547,0.14056538185723472,0.16666666666666666,4,3
35003,30854394,1553,0.14451017455216073,0.16794877895704194,4,4
35004,30854394,5714,0.10690338239443857,0.1505149978319906,4,5
35005,30854394,512,0.37553931080285696,0.3562071871080222,4,6
35006,30854394,1148,0.14831326570156667,0.17376534287144,4,7
35007,30854394,3381,0.3625715509560983,0.31546487678572877,4,8
35008,30854394,848,0.35438436995923067,0.3010299956639812,4,9
35009,30854394,5686,0.31602216698812413,0.2890648263178878,4,10
36000,31490999,247,0.44234310615052497,1.0,2,1
36001,31490999,314,0.40988762428043307,0.6309297535714575,3,2
36002,31490999,279,0.4004233194961706,0.5,3,3
36003,31490999,1213,0.3283311103830589,0.3010299956639812,4,4
36004,31490999,815,0.12941828212362488,0.1581795909397823,4,5
36005,31490999,7405,0.12231725136954616,0.1548123827357682,2,6
36006,31490999,1386,0.12366954447961376,0.3333333333333333,3,7
36007,31490999,252,0.34624191180935626,0.15403922195426356,4,8
36008,31490999,13,0.10705403549730211,0.1505149978319906,6,9
36009,31490999,29,0.3069500955478819,0.2890648263178878,4,10
37000,31808440,74,0.4232201338841456,0.5,4,1
37001,31808440,314,0.39301311411047196,0.3562071871080222,3,2
37002,31808440,273,0.11893250052609267,0.1505149978319906,4,3
37003,31808440,520,0.16840267073969,0.17144160057391344,4,4
37004,31808440,40,0.4023631659965564,0.38685280723454163,4,5
37005,31808440,6693,0.138487027302122,0.15773243839286438,4,6
37006,31808440,319,0.37437092642515934,0.3333333333333333,4,7
37007,31808440,3885,0.1258464500208429,0.15292486830283214,4,8
37008,31808440,546,0.36139032972372465,0.3010299956639812,4,9
37009,31808440,279,0.3611126986751246,0.2890648263178878,3,10
38000,32866557,294,0.3981685822252836,1.0,4,1
38001,32866557,263,0.11466420092467434,0.15602106502222501,4,2
38002,32866557,2074,0.33321270696359584,0.5,4,3
38003,32866557,2378,0.10724623193225544,0.1515171524096389,4,4
38004,32866557,2096,0.3202131449798581,0.38685280723454163,4,5
38005,32866557,6985,0.31899500643488043,0.3562071871080222,4,6
38006,32866557,298,0.31262327953225383,0.3333333333333333,5,7
38007,32866557,295,0.3047314929397764,0.31546487678572877,4,8
38008,32866557,14509,0.12643649111952507,0.16207652439312228,6,9
38009,32866557,5763,0.29233905059191634,0.2890648263178878,4,10
39000,34195845,239,0.5840481735947829,1.0,4,1
39001,34195845,231,0.5526731398044882,0.6309297535714575,4,2
39002,34195845,247,0.1566181726051991,0.156861774859441,2,3
39003,34195845,238,0.46780944125141444,0.430676558073393,4,4
39004,34195845,8247,0.1465496621580584,0.38685280723454163,3,5
39005,34195845,1413,0.12817688769821078,0.3562071871080222,3,6
39006,34195845,40,0.4336263507416989,0.15084420062289414,4,7
39007,34195845,241,0.4510080948639563,0.1548123827357682,4,8
39008,34195845,1454,0.3494340050134968,0.22424382421757544,6,9
39009,34195845,519,0.42159882586146896,0.2890648263178878,4,10
40000,34430786,1369,0.12841125638028975,1.0,3,1
40001,34430786,1610,0.12213112745866114,0.6309297535714575,4,2
40002,34430786,1401,0.11864301093509458,0.5,4,3
40003,34430786,3700,0.11773455714171041,0.430676558073393,3,4
40004,34430786,1519,0.0940978267233684,0.38685280723454163,4,5
40005,34430786,954,0.07303105277982232,0.3562071871080222,3,6
40006,34430786,3671,0.07469089931830634,0.3333333333333333,4,7
40007,34430786,4601,0.08864718083045671,0.31546487678572877,4,8
40008,34430786,3706,0.07187579875048404,0.3010299956639812,3,9
40009,34430786,3460,0.06859574129666372,0.2890648263178878,4,10
41000,35599244,3671,0.26462010954331683,1.0,4,1
41001,35599244,2817,0.2593228979553161,0.6309297535714575,4,2
41002,35599244,1519,0.2503167298228852,0.5,4,3
41003,35599244,556,0.2318661655610488,0.430676558073393,4,4
41004,35599244,84,0.22688232137157363,0.38685280723454163,3,5
41005,35599244,1573,0.2228388169677998,0.3562071871080222,4,6
41006,35599244,402,0.21803110392808459,0.3333333333333333,4,7
41007,35599244,87,0.21560752393390847,0.31546487678572877,4,8
41008,35599244,3642,0.19857323440511931,0.3010299956639812,4,9
41009,35599244,1331,0.19740229243960922,0.2890648263178878,3,10
42000,36052918,231,0.0955363231210154,1.0,4,1
42001,36052918,21285,0.08422339945628855,0.6309297535714575,4,2
42002,36052918,13864,0.07461985987103556,0.5,6,3
42003,36052918,238,0.07180856074520768,0.430676558073393,4,4
42004,36052918,9522,0.07124543721005955,0.38685280723454163,4,5
42005,36052918,40,0.07039858913840855,0.3562071871080222,4,6
42006,36052918,2152,0.06967126287534689,0.3333333333333333,4,7
42007,36052918,242,0.06652684841886801,0.31546487678572877,4,8
42008,36052918,24103,0.05613671082239768,0.2559580248098155,3,9
42009,36052918,245,0.06386415492806477,0.2890648263178878,4,10
43000,36329028,808,0.20236152508734845,0.1905514124267734,4,1
43001,36329028,1213,0.33530773475510317,0.6309297535714575,4,2
43002,36329028,314,0.42832175289599944,0.5,3,3
43003,36329028,279,0.4230972368981972,0.430676558073393,3,4
43004,36329028,518,0.15483094980812254,0.16666666666666666,4,5
43005,36329028,4164,0.12319386109828218,0.15292486830283214,3,6
43006,36329028,792,0.11442110429948686,0.15117821092177644,4,7
43007,36329028,3641,0.13464419571039568,0.1581795909397823,4,8
43008,36329028,86,0.18363581748527597,0.18208790046993825,6,9
43009,36329028,298,0.42953073723323315,0.2890648263178878,5,10
44000,36498027,36673,0.049727717209925026,0.15957141566993818,3,1
44001,36498027,231,0.0889671308730241,0.6309297535714575,4,2
44002,36498027,13864,0.0690949181485564,0.5,6,3
44003,36498027,9522,0.06899143367338101,0.430676558073393,4,4
44004,36498027,2152,0.06517311579216284,0.38685280723454163,4,5
44005,36498027,40,0.0649857969427097,0.3562071871080222,4,6
44006,36498027,355,0.06436315009339155,0.3333333333333333,3,7
44007,36498027,238,0.06373968285934885,0.31546487678572877,4,8
44008,36498027,24134,0.061211524077835006,0.3010299956639812,4,9
44009,36498027,24125,0.06098451370167539,0.2890648263178878,4,10
45000,37835993,279,0.456233526282533,1.0,3,1
45001,37835993,248,0.44502809118537634,0.6309297535714575,2,2
45002,37835993,298,0.4041475866277511,0.38685280723454163,5,3
45003,37835993,280,0.1152633053878175,0.15292486830283214,4,4
45004,37835993,518,0.11149911612735078,0.15117821092177644,4,5
45005,37835993,197,0.10978249952496474,0.15084420062289414,3,6
45006,37835993,791,0.15143180379829307,0.16999161628691403,4,7
45007,37835993,74,0.36341055156569096,0.31546487678572877,4,8
